gene_id	gene_name	UPF1_log2FC	UPF1_padj	NBAS_log2FC	NBAS_padj	Frac-seq	APEX-seq	ER-RiboProf	ER-overlap
ENSG00000261118	AC092123.1	-0.199667932	0.620235067	0.021832957	NA	0	0	0	0
ENSG00000261121	LINC02473	-0.094296659	0.825115767	0.088935635	NA	0	0	0	0
ENSG00000261122	LINC02167	0.007933893	NA	0.013770275	NA	NA	NA	NA	NA
ENSG00000261123	AC009065.5	-0.285203698	0.423564075	-0.128593453	NA	0	0	0	0
ENSG00000261124	AC135050.4	-0.186758386	0.652079669	-0.055319469	NA	0	0	0	0
ENSG00000261126	RBFADN	0.357664817	0.174750988	0.069128437	0.86317415	0	0	0	0
ENSG00000261130	AC140504.1	-0.018083614	NA	-0.033630112	NA	NA	NA	NA	NA
ENSG00000261131	AC012186.2	-0.19453799	NA	-0.046551576	NA	0	0	0	0
ENSG00000261135	AL137802.2	0.323241317	0.339686399	0.348787361	NA	0	0	0	0
ENSG00000261136	AC023908.3	0.148089049	0.733733882	0.034456948	NA	0	0	0	0
ENSG00000261140	AC093525.4	0.402799208	0.057430436	-0.041471194	NA	0	0	0	0
ENSG00000261141	AC092718.5	0.26748781	NA	0.037621753	NA	0	0	0	0
ENSG00000261150	EPPK1	-0.903780036	1.01E-22	-0.170244456	0.303304939	0	0	0	0
ENSG00000261156	LINC01989	-0.062879787	NA	-0.001804962	NA	0	0	0	0
ENSG00000261158	AC109597.2	-0.01475541	NA	-0.032572607	NA	NA	NA	NA	NA
ENSG00000261159	AC112484.4	0.335879563	NA	0.006776721	NA	0	0	0	0
ENSG00000261166	AC073429.2	-0.002527075	NA	-0.001220872	NA	NA	NA	NA	NA
ENSG00000261167	AC107027.3	0.179428537	0.533722105	0.190334739	0.479283959	0	0	0	0
ENSG00000261168	AL592424.1	0.277052333	NA	0.015174798	NA	0	0	0	0
ENSG00000261170	AC009053.3	-0.079403452	NA	-0.063967842	NA	0	0	0	0
ENSG00000261172	AC133919.2	0.243051474	0.485263523	0.150991444	NA	0	0	0	0
ENSG00000261173	AC018845.3	0.004985816	0.991990572	0.082236375	NA	0	0	0	0
ENSG00000261175	LINC02188	-0.205073153	0.611793025	-0.059521853	NA	0	0	0	0
ENSG00000261177	AC135012.1	-0.06352956	0.893509657	-0.025169059	NA	NA	NA	NA	NA
ENSG00000261183	SPINT1-AS1	-0.491094771	0.122111416	-0.075396223	NA	0	0	0	0
ENSG00000261184	AC083864.3	-0.009493528	NA	-0.001220872	NA	NA	NA	NA	NA
ENSG00000261187	AC079322.1	-0.016761404	0.974139844	-0.013807318	NA	0	0	0	0
ENSG00000261188	Z95115.1	0.19555886	0.592125738	0.002330669	NA	0	0	0	0
ENSG00000261189	AL031058.1	-0.050496474	0.922449898	-0.005920107	NA	0	0	0	0
ENSG00000261191	AC013640.1	0.073516479	NA	0.079074908	NA	0	0	0	0
ENSG00000261193	AC134312.4	-0.023658729	NA	0.00159987	NA	0	0	0	0
ENSG00000261195	AC027130.1	0.073526854	0.877153094	-0.007982386	NA	0	0	0	0
ENSG00000261200	AC136944.2	0.213376705	0.435637092	-0.021427592	0.96710442	0	0	0	0
ENSG00000261202	Z83847.1	-0.015634427	NA	0.047878614	NA	0	0	0	0
ENSG00000261204	AC004449.1	0.187455348	NA	0.096957809	NA	0	0	0	0
ENSG00000261206	LINC00561	-0.025097686	NA	-0.004885185	NA	NA	NA	NA	NA
ENSG00000261207	AL031717.1	-0.270816417	0.474597075	-0.015985454	NA	0	0	0	0
ENSG00000261210	CLEC19A	0.00438381	NA	NA	NA	0	0	0	0
ENSG00000261211	AL031123.2	0.115836028	0.767685445	0.059630319	NA	0	0	0	0
ENSG00000261212	AC234778.2	-0.014338222	NA	-0.002974883	NA	0	0	0	0
ENSG00000261213	AC099786.3	0.007996544	NA	0.010690289	NA	0	0	0	0
ENSG00000261215	AL162231.4	0.126249569	NA	0.066729612	NA	0	0	0	0
ENSG00000261216	AC007216.2	0.038446632	NA	0.16754696	NA	0	0	0	0
ENSG00000261218	AC099524.1	-0.066692126	NA	-0.012367704	NA	0	0	0	0
ENSG00000261219	AC090651.1	0.077313281	NA	-0.008830679	NA	0	0	0	0
ENSG00000261220	AC103706.1	-0.293377368	NA	-0.03172884	NA	0	0	0	0
ENSG00000261221	ZNF865	-0.470449307	0.000335982	0.059537156	0.835115224	0	0	0	0
ENSG00000261222	AC064805.1	0.164958829	NA	0.002959884	NA	NA	NA	NA	NA
ENSG00000261226	AC092384.3	0.105328645	NA	0.014103349	NA	0	0	0	0
ENSG00000261227	AC140912.1	0.087049719	NA	0.023637324	NA	0	0	0	0
ENSG00000261229	AC021483.2	-0.140879179	NA	0.014046859	NA	0	0	0	0
ENSG00000261231	LINC02133	0.330068229	0.354479668	0.268562581	NA	0	0	0	0
ENSG00000261236	BOP1	-0.410563404	2.67E-12	-0.10126411	0.560905681	0	0	0	0
ENSG00000261240	AC009065.6	0.082534781	0.86263375	-0.022088057	NA	0	0	0	0
ENSG00000261241	LINC02128	-0.160436655	NA	0.026050923	NA	NA	NA	NA	NA
ENSG00000261242	AL136038.3	-0.029582617	NA	-0.004605306	NA	0	0	0	0
ENSG00000261243	AC022165.1	-0.124108792	NA	0.011161416	NA	0	0	0	0
ENSG00000261244	AC104758.4	-0.154296587	NA	-0.044917943	NA	NA	NA	NA	NA
ENSG00000261247	GOLGA8T	0.231923039	NA	-0.012667757	NA	0	0	0	0
ENSG00000261248	AC009120.5	-0.015050278	0.972792037	0.0325324	NA	0	0	0	0
ENSG00000261250	AL160286.3	0.256271649	0.505413246	0.051774958	NA	NA	NA	NA	NA
ENSG00000261251	Z97055.2	0.483858094	0.130794194	0.189617952	NA	0	0	0	0
ENSG00000261253	AC137932.2	0.26686927	0.482488067	0.183442997	NA	0	0	0	0
ENSG00000261265	AC025271.2	0.00438381	NA	0.002287151	NA	NA	NA	NA	NA
ENSG00000261266	AC008870.3	-0.293116584	NA	0.003899939	NA	0	0	0	0
ENSG00000261276	AP003071.3	-0.05742749	NA	-0.012116261	NA	0	0	0	0
ENSG00000261285	AC009117.3	-0.208026317	NA	-0.09613713	NA	NA	NA	NA	NA
ENSG00000261286	ATP2C2-AS1	0.210639816	0.525406397	-0.056457729	NA	0	0	0	0
ENSG00000261288	AC093525.5	-0.050648118	NA	0.021100759	NA	0	0	0	0
ENSG00000261291	AC007906.1	-0.086920588	NA	0.089666935	NA	0	0	0	0
ENSG00000261292	AC110491.1	NA	NA	0.004041162	NA	NA	NA	NA	NA
ENSG00000261293	AC007601.2	0.014093388	NA	-0.004728895	NA	NA	NA	NA	NA
ENSG00000261294	AC120498.6	0.00438381	NA	0.002287151	NA	0	0	0	0
ENSG00000261296	AC126323.6	-0.174303306	0.667234671	0.080124992	NA	0	0	0	0
ENSG00000261298	AC122134.1	-0.087670594	NA	0.015234719	NA	NA	NA	NA	NA
ENSG00000261302	AC106779.1	-0.146302152	NA	-0.023673393	NA	0	0	0	0
ENSG00000261304	LINC02252	0.00438381	NA	0.002287151	NA	0	0	0	0
ENSG00000261305	AC005586.2	0.270384843	NA	0.070346543	NA	0	0	0	0
ENSG00000261308	FIGNL2	0.061659767	NA	0.086363372	NA	0	0	0	0
ENSG00000261310	AC009081.1	-0.023853876	NA	0.009719983	NA	NA	NA	NA	NA
ENSG00000261312	AC002550.1	0.027453341	NA	0.005820678	NA	0	0	0	0
ENSG00000261314	AC105275.2	0.018332399	NA	-0.001220872	NA	0	0	0	0
ENSG00000261317	AC092143.3	0.291101507	0.432947797	0.069478781	NA	0	0	0	0
ENSG00000261320	AC009061.1	0.158247946	NA	0.046676376	NA	0	0	0	0
ENSG00000261324	AC010168.2	-0.020908769	0.945432946	-0.093535758	0.79698725	0	0	0	0
ENSG00000261326	LINC01355	-0.231418253	0.502624868	0.072804605	0.848515987	0	0	0	0
ENSG00000261327	AC134312.5	0.274499688	0.375850717	0.086279533	NA	NA	NA	NA	NA
ENSG00000261329	AC016597.1	0.296277792	NA	0.146021622	NA	0	0	0	0
ENSG00000261332	AC116348.2	0.168216848	0.694921282	-0.021860871	NA	0	0	0	0
ENSG00000261334	AL353803.4	-0.260864328	0.470391291	-0.007667043	NA	0	0	0	0
ENSG00000261335	AC005837.1	-0.191291642	NA	0.037856729	NA	0	0	0	0
ENSG00000261338	AC021016.2	0.12151517	0.766430307	0.030237381	NA	0	0	0	0
ENSG00000261341	AC010325.1	0.093238077	0.84342624	-0.031992761	NA	0	0	0	0
ENSG00000261342	AC006538.1	0.403501706	0.07983324	-0.061896965	NA	0	0	0	0
ENSG00000261346	AC116348.3	0.106610344	NA	0.07122307	NA	NA	NA	NA	NA
ENSG00000261351	AC116913.1	0.368170766	0.196114643	-0.177275522	NA	0	0	0	0
ENSG00000261357	AC099518.2	0.060586317	0.904639416	0.001492698	NA	0	0	0	0
ENSG00000261359	PYCARD-AS1	0.136021853	NA	0.009618943	NA	0	0	0	0
ENSG00000261360	AC010491.1	0.200328799	0.62039155	0.003415567	NA	0	0	0	0
ENSG00000261363	AC106745.1	0.00440582	NA	-0.001220872	NA	NA	NA	NA	NA
ENSG00000261364	AC063923.2	-0.032573467	NA	-0.040637843	NA	NA	NA	NA	NA
ENSG00000261366	MANEA-AS1	0.475427681	NA	0.066791274	NA	0	0	0	0
ENSG00000261367	AC012645.2	0.039960682	0.939405967	-0.055274055	NA	0	0	0	0
ENSG00000261368	AL731537.2	0.082465643	NA	-0.002974883	NA	0	0	0	0
ENSG00000261369	AC007533.1	-0.041278518	NA	0.00337855	NA	NA	NA	NA	NA
ENSG00000261371	PECAM1	-0.195166297	0.63765432	0.06241092	NA	0	0	0	0
ENSG00000261373	VPS9D1-AS1	-0.797611239	6.82E-07	-0.215691596	0.385620796	0	1	0	1
ENSG00000261379	AC010735.1	-0.033897386	NA	-0.012693401	NA	0	0	0	0
ENSG00000261385	AC009088.3	0.011322479	NA	0.005795174	NA	NA	NA	NA	NA
ENSG00000261386	AC027682.4	-0.023579827	0.964838406	-0.074676351	NA	0	0	0	0
ENSG00000261390	MAFTRR	0.042839922	0.934897691	-0.056112111	NA	NA	NA	NA	NA
ENSG00000261392	AC087190.3	0.00438643	NA	0	NA	0	0	0	0
ENSG00000261393	AC007493.2	-0.07414663	NA	-0.014594549	NA	0	0	0	0
ENSG00000261394	AC007598.2	0.071183104	NA	-0.005024987	NA	NA	NA	NA	NA
ENSG00000261396	AC027682.5	-0.010837022	NA	-0.010166268	NA	0	0	0	0
ENSG00000261399	AL031710.1	0.059565037	NA	-0.038350202	NA	0	0	0	0
ENSG00000261400	AC011525.1	0.117539319	NA	-0.041372686	NA	NA	NA	NA	NA
ENSG00000261402	AL591222.1	0.172122191	NA	-0.004609672	NA	0	0	0	0
ENSG00000261403	AC104758.5	-0.100024348	0.831443591	0.023628273	NA	NA	NA	NA	NA
ENSG00000261404	AC138627.1	0.318299806	0.255418098	-0.086392618	NA	0	0	0	0
ENSG00000261407	AC013565.3	0.013193707	NA	-0.001703516	NA	0	0	0	0
ENSG00000261408	TEN1-CDK3	0.477820914	0.137178632	0.022320771	NA	0	0	0	0
ENSG00000261409	AL035425.3	0.174621616	0.673720386	-0.009996204	NA	NA	NA	NA	NA
ENSG00000261410	AC009142.1	-0.009493528	NA	-0.001220872	NA	NA	NA	NA	NA
ENSG00000261411	AL161938.1	0.236312581	NA	0.041585157	NA	NA	NA	NA	NA
ENSG00000261416	AC012645.3	NA	NA	0.002287151	NA	0	0	0	0
ENSG00000261420	AL022069.1	-0.364208058	0.234764473	-0.009246468	NA	0	0	0	0
ENSG00000261423	TMEM202-AS1	0.231550417	0.450129504	0.150076642	NA	0	0	0	0
ENSG00000261426	AC144833.1	-0.018942539	NA	-0.005398504	NA	NA	NA	NA	NA
ENSG00000261427	AC099518.3	0.120759928	NA	0.022779657	NA	0	0	0	0
ENSG00000261428	AC097461.1	0.487278925	0.009491361	0.129255675	0.683469778	0	0	0	0
ENSG00000261430	AL031600.2	-0.028440041	NA	-0.004985314	NA	0	0	0	0
ENSG00000261431	AL023803.1	0.153763189	NA	0.074168023	NA	0	0	0	0
ENSG00000261433	AC002347.1	-0.068205479	NA	-0.00291399	NA	0	0	0	0
ENSG00000261434	AC021087.4	-0.060867069	NA	0.02007872	NA	0	0	0	0
ENSG00000261436	AC018554.1	0.218884216	NA	0.014269199	NA	NA	NA	NA	NA
ENSG00000261437	AC108860.2	-0.139931261	NA	0.014083674	NA	NA	NA	NA	NA
ENSG00000261438	AL157394.1	0.271527411	NA	0.058472798	NA	0	0	0	0
ENSG00000261441	AC124068.2	-0.307239263	0.396372134	0.147173502	NA	0	0	0	0
ENSG00000261442	AC023830.1	0.055953655	0.912467781	0.030996241	NA	0	0	0	0
ENSG00000261445	AC018558.3	0.207638171	NA	0.019244612	NA	NA	NA	NA	NA
ENSG00000261446	LINC00559	-0.062092529	NA	-0.057068881	NA	NA	NA	NA	NA
ENSG00000261448	AC109446.3	-0.044548048	NA	-0.014602585	NA	NA	NA	NA	NA
ENSG00000261451	AC104964.2	0.00438381	NA	NA	NA	NA	NA	NA	NA
ENSG00000261455	LINC01003	-0.298165404	0.332120794	0.00692143	NA	0	0	0	0
ENSG00000261456	TUBB8	-0.280163437	0.428732657	-0.052611421	NA	0	0	0	0
ENSG00000261459	AC002310.5	0.015407025	NA	-0.004034355	NA	0	0	0	0
ENSG00000261460	AC009690.2	-0.12212842	0.767374075	-0.044177203	NA	0	0	0	0
ENSG00000261462	AC004023.1	0.068775554	0.889695919	0.055127974	NA	0	0	0	0
ENSG00000261465	AC099518.4	-0.258165045	NA	-0.023575328	NA	0	0	0	0
ENSG00000261466	AC136944.4	-0.008121523	NA	0.001073441	NA	NA	NA	NA	NA
ENSG00000261467	AC099398.1	-0.009863237	0.982093424	-0.023911767	NA	NA	NA	NA	NA
ENSG00000261468	AC096921.2	0.102249483	NA	0.010252864	NA	0	0	0	0
ENSG00000261469	AC020978.5	0.137246063	0.753516489	-0.008974643	0.981112926	0	0	0	0
ENSG00000261471	AC092145.1	-0.265067951	0.453555865	-0.004499459	NA	NA	NA	NA	NA
ENSG00000261474	AC026471.4	0.202742876	0.614647344	-0.007486614	NA	0	0	0	0
ENSG00000261476	AC009163.3	-0.154086373	0.720280297	-0.072931394	NA	0	0	0	0
ENSG00000261478	AC013391.3	NA	NA	0.004041162	NA	NA	NA	NA	NA
ENSG00000261481	AC022167.4	0.00438381	NA	NA	NA	0	0	0	0
ENSG00000261485	PAN3-AS1	-0.286635646	0.438702171	0.040701892	NA	0	0	0	0
ENSG00000261487	AC135048.1	0.146092434	NA	0.021069503	NA	0	0	0	0
ENSG00000261488	AC128688.2	0.578196205	0.021629093	-0.23965467	NA	0	0	0	0
ENSG00000261489	AC025271.3	NA	NA	0.002287151	NA	NA	NA	NA	NA
ENSG00000261490	AC005674.2	0.668076853	0.002459156	0.181979339	NA	0	0	0	0
ENSG00000261498	LINC00566	-0.275662334	NA	-0.002807893	NA	NA	NA	NA	NA
ENSG00000261502	AC040174.1	-0.032954682	NA	0.038587229	NA	NA	NA	NA	NA
ENSG00000261504	LINC01686	0.138063073	NA	0.043317929	NA	0	0	0	0
ENSG00000261505	AL031714.1	-0.251414955	0.173017715	0.004782659	0.993519752	0	0	0	0
ENSG00000261512	AC092368.3	-0.016432197	NA	0.008468279	NA	0	0	0	0
ENSG00000261513	AC009097.4	-0.35327103	0.314377072	-0.027227207	NA	0	0	0	0
ENSG00000261514	LINC01976	0.12154702	NA	0.009425638	NA	0	0	0	0
ENSG00000261517	LINC00558	-0.045868671	NA	-0.012256117	NA	NA	NA	NA	NA
ENSG00000261519	AC010542.4	-0.154774892	0.53168045	0.029837804	0.950654917	0	0	0	0
ENSG00000261520	DLGAP1-AS5	0.16286619	0.706869044	-0.018201306	NA	NA	NA	NA	NA
ENSG00000261523	AC009167.1	0.065740054	0.872387234	-0.023864495	NA	NA	NA	NA	NA
ENSG00000261526	AC012615.1	0.399747974	0.223394066	0.068137846	NA	0	0	0	0
ENSG00000261529	AC100774.1	-0.040559752	0.938202741	0.041942458	NA	NA	NA	NA	NA
ENSG00000261534	AL596244.1	0.168598556	0.693498479	-0.01006508	NA	0	0	0	0
ENSG00000261535	AC005086.1	-0.193789067	0.630238289	0.206207203	NA	0	0	0	0
ENSG00000261537	AC027279.2	0.00438381	NA	0.002287151	NA	0	0	0	0
ENSG00000261538	AC096996.2	-0.013880308	NA	-0.002974883	NA	0	0	0	0
ENSG00000261542	AC011978.2	-0.1757177	0.649835102	-0.063489684	NA	0	0	0	0
ENSG00000261544	AC011939.2	0.211724013	NA	0.068223269	NA	NA	NA	NA	NA
ENSG00000261546	AC135782.3	-0.102018072	0.82598866	0.176946984	NA	0	0	0	0
ENSG00000261552	AC109460.4	-0.014309663	NA	0.013581306	NA	NA	NA	NA	NA
ENSG00000261553	AL137782.1	0.219677373	0.290034275	0.11040983	0.738836323	0	0	0	0
ENSG00000261558	LINC01859	0.08881985	NA	0.034811874	NA	0	0	0	0
ENSG00000261560	AC007216.3	-0.225791598	0.433874086	-0.080842417	0.833651595	0	0	0	0
ENSG00000261568	AL359694.2	0.410101174	NA	0.081233811	NA	0	0	0	0
ENSG00000261569	AC138907.7	0.082398132	NA	0.019619407	NA	NA	NA	NA	NA
ENSG00000261572	AC097639.1	0.047107287	NA	0.003421748	NA	0	0	0	0
ENSG00000261573	AL157402.2	NA	NA	0.004041162	NA	0	0	0	0
ENSG00000261574	AC092120.1	-0.009424273	NA	-0.038625395	NA	0	0	0	0
ENSG00000261578	AP003119.3	0.031122104	0.935253321	-0.034154179	0.946869453	0	0	0	0
ENSG00000261582	AL121753.1	0.697090476	0.01625196	-0.006237968	NA	0	0	0	0
ENSG00000261584	AL513548.1	0.088969158	0.850793344	0.067199074	NA	0	0	0	0
ENSG00000261587	TMEM249	-0.138301345	NA	0.013432352	NA	0	0	0	0
ENSG00000261592	AC010531.3	0.135300932	0.758503878	0.077253349	NA	0	0	0	0
ENSG00000261594	TPBGL	0.008362748	NA	-0.002974883	NA	0	0	0	0
ENSG00000261595	AL603832.2	-0.052642748	NA	-0.011487698	NA	0	0	0	0
ENSG00000261596	AC005632.2	0.140358341	NA	-0.021453666	NA	0	0	0	0
ENSG00000261600	AC233266.2	-0.065984002	NA	-0.015516172	NA	0	0	0	0
ENSG00000261602	AC092115.2	0.011322479	NA	NA	NA	NA	NA	NA	NA
ENSG00000261604	AC114947.2	0.097030974	0.81680081	0.076638652	NA	0	0	0	0
ENSG00000261606	AC091230.1	NA	NA	0.002287151	NA	0	0	0	0
ENSG00000261609	GAN	0.292880108	6.32E-05	0.204815392	0.020878215	0	1	0	1
ENSG00000261610	AP000265.1	0.042618725	0.935309665	-0.00147596	NA	0	0	0	0
ENSG00000261613	AC093525.6	0.763128142	6.43E-08	0.085684309	0.807710993	0	0	0	0
ENSG00000261615	LINC01858	0.093557465	0.837205978	0.127586239	NA	NA	NA	NA	NA
ENSG00000261616	AC036108.3	0.113032119	0.765891744	-0.068900295	NA	0	0	0	0
ENSG00000261617	LINC02177	0.460335665	0.112446384	0.156989258	NA	0	0	0	0
ENSG00000261618	AC083837.1	-0.14721142	0.739410371	-0.065700438	NA	0	0	0	0
ENSG00000261621	AC087463.4	0.054913731	NA	0.015132422	NA	NA	NA	NA	NA
ENSG00000261623	LINC02179	-0.222038144	0.578781947	-0.214893096	NA	NA	NA	NA	NA
ENSG00000261625	AP003071.4	-0.009493528	NA	0.009456245	NA	0	0	0	0
ENSG00000261629	AC005692.2	-0.005839709	NA	0.032204371	NA	NA	NA	NA	NA
ENSG00000261630	AC007496.2	-0.122642276	0.746745061	0.005634703	NA	0	0	0	0
ENSG00000261632	AC022872.1	0.19320276	NA	0.068894473	NA	0	0	0	0
ENSG00000261634	AC026992.2	-0.115408464	0.795200222	-0.052533891	NA	0	0	0	0
ENSG00000261641	AL031600.3	-0.023370867	NA	-0.000167655	NA	NA	NA	NA	NA
ENSG00000261642	AL713866.1	0.247783028	0.502624868	0.119079727	NA	NA	NA	NA	NA
ENSG00000261643	AL590235.1	0.411239419	0.173630575	-0.038716747	NA	0	0	0	0
ENSG00000261644	AC007728.2	0.681661903	0.011761962	0.194017847	NA	0	0	0	0
ENSG00000261645	DISC1FP1	0.273901759	NA	0.060001456	NA	NA	NA	NA	NA
ENSG00000261646	AC093849.1	0.130429056	0.773880932	-0.015762001	NA	0	0	0	0
ENSG00000261648	AC106730.2	0.00438381	NA	NA	NA	NA	NA	NA	NA
ENSG00000261651	AC136285.2	-0.016432197	NA	-0.001288942	NA	0	0	0	0
ENSG00000261652	C15orf65	0.385373454	0.260162132	0.07835769	NA	0	0	0	0
ENSG00000261653	AC092337.1	-0.113327889	NA	-0.010382851	NA	0	0	0	0
ENSG00000261654	AL360270.2	0.067606116	0.694079464	0.078804103	0.798674389	0	0	0	0
ENSG00000261655	AC100803.2	-0.051278836	NA	0.035400737	NA	0	0	0	0
ENSG00000261656	BEAN1-AS1	0.160989219	NA	0.002710597	NA	0	0	0	0
ENSG00000261659	Z92544.2	0.057065943	0.881844514	0.090509368	0.811417373	0	0	0	0
ENSG00000261662	AL359752.1	0.185794075	0.461653032	-0.145477125	0.648359829	0	0	0	0
ENSG00000261663	AC009065.8	-0.053700507	0.880552646	-0.158689956	0.600033287	0	0	0	0
ENSG00000261664	TTC39A-AS1	-0.116520053	NA	-0.028554369	NA	0	0	0	0
ENSG00000261666	LINC00560	0.08747793	NA	-0.007174505	NA	NA	NA	NA	NA
ENSG00000261668	AC093591.2	0.247947768	0.519732136	0.258552318	NA	0	0	0	0
ENSG00000261669	AC008731.1	0.050147389	0.922449898	-0.034732287	NA	0	0	0	0
ENSG00000261670	AC012213.2	0.244665087	0.434696126	0.211033462	NA	0	0	0	0
ENSG00000261673	AC009075.1	0.00626234	NA	0.003312373	NA	0	0	0	0
ENSG00000261678	SCRT1	-0.147998988	NA	-0.045411733	NA	0	0	0	0
ENSG00000261682	AC145350.4	-0.01518709	NA	-0.002948226	NA	NA	NA	NA	NA
ENSG00000261683	LINC00838	0.263634132	NA	0.039355653	NA	NA	NA	NA	NA
ENSG00000261684	AC018362.1	0.082238691	NA	0.111473198	NA	NA	NA	NA	NA
ENSG00000261691	Z97986.1	0.00438381	NA	NA	NA	NA	NA	NA	NA
ENSG00000261693	AC134682.1	0.211208391	NA	0.064857164	NA	0	0	0	0
ENSG00000261695	AC136443.4	0.065740054	0.872387234	-0.023864495	NA	NA	NA	NA	NA
ENSG00000261696	AL353732.1	0.190859064	NA	0.014826879	NA	0	0	0	0
ENSG00000261697	AC010531.4	0.029115051	NA	-0.002822878	NA	0	0	0	0
ENSG00000261701	HPR	-0.121839195	NA	-0.050012637	NA	0	0	0	0
ENSG00000261703	LINC02168	0.00438381	NA	NA	NA	0	0	0	0
ENSG00000261706	AP001505.1	0.0400595	0.923334348	-0.103010606	NA	0	0	0	0
ENSG00000261707	AC092134.1	0.011322479	NA	0.004041162	NA	0	0	0	0
ENSG00000261713	SSTR5-AS1	0.037098098	0.943201478	0.000982481	NA	0	0	0	0
ENSG00000261714	AC105137.2	0.064169101	0.8985013	-0.064090639	NA	NA	NA	NA	NA
ENSG00000261715	LINC01477	NA	NA	0.002287151	NA	NA	NA	NA	NA
ENSG00000261716	AC239868.2	-0.053096482	0.916662782	0.240258079	NA	0	0	0	0
ENSG00000261717	AC009163.4	0.001559327	NA	0.022675944	NA	0	0	0	0
ENSG00000261723	AC008870.4	-0.024955292	NA	0.011664985	NA	0	0	0	0
ENSG00000261728	AL138690.1	-0.150510791	0.713907199	-0.111758262	NA	NA	NA	NA	NA
ENSG00000261730	AL034346.1	-0.04590333	0.911436436	-0.069170861	NA	0	0	0	0
ENSG00000261731	AC074050.3	0.345278323	0.300715399	-0.069516238	NA	NA	NA	NA	NA
ENSG00000261732	AL031708.1	0.317027031	0.223929723	0.372005772	0.046495776	0	0	0	0
ENSG00000261734	AC116096.1	-0.138643778	0.757490562	-0.030719962	NA	NA	NA	NA	NA
ENSG00000261736	AC002551.1	0.406992812	0.183796853	0.104437479	NA	0	0	0	0
ENSG00000261737	AL049597.2	0.310294624	NA	0.021854316	NA	0	0	0	0
ENSG00000261739	GOLGA8S	0.248306607	0.519357951	-0.110143116	NA	NA	NA	NA	NA
ENSG00000261740	BOLA2-SMG1P6	0.602308689	2.88E-09	-0.176375328	0.337719851	0	0	0	0
ENSG00000261742	LINC00922	-0.01102542	NA	-0.0036209	NA	0	0	0	0
ENSG00000261744	AC116552.1	0.006681821	0.989060119	0.154016344	NA	0	0	0	0
ENSG00000261751	AC007603.1	0.082004885	0.857505331	0.069311215	NA	0	0	0	0
ENSG00000261757	AC005592.1	-0.002545507	NA	0.00052501	NA	NA	NA	NA	NA
ENSG00000261758	AC117382.2	0.118916671	0.792369858	0.272686716	NA	0	0	0	0
ENSG00000261759	AC099518.5	0.370485079	NA	0.054752124	NA	NA	NA	NA	NA
ENSG00000261761	AL136537.2	0.311746795	0.250404033	0.188872212	NA	0	0	0	0
ENSG00000261762	AC027228.2	-0.018674725	0.970465078	0.23038777	NA	0	0	0	0
ENSG00000261763	AC110716.2	0.05182365	0.909605316	-0.094494796	NA	NA	NA	NA	NA
ENSG00000261766	AC133550.2	0.034095582	0.948172963	-0.066832992	NA	0	0	0	0
ENSG00000261770	AC006504.1	0.280273957	0.366232984	-0.159526522	NA	0	0	0	0
ENSG00000261771	DNAAF4-CCPG1	0.029222139	0.910425126	-0.030831794	NA	0	0	0	0
ENSG00000261775	AC012435.2	-0.08738021	NA	-0.008224767	NA	0	0	0	0
ENSG00000261777	AC012184.3	-0.368964324	0.287683269	-0.01805451	NA	0	0	0	0
ENSG00000261782	AC116553.2	-0.075638418	NA	0.014122126	NA	NA	NA	NA	NA
ENSG00000261783	AC009054.2	-0.051538578	0.908395165	-0.110571712	NA	0	0	0	0
ENSG00000261786	AC006058.1	0.376525498	0.082536333	-0.041045139	0.93023758	0	0	0	0
ENSG00000261787	TCF24	-0.048090959	NA	0.081323563	NA	0	0	0	0
ENSG00000261789	AC023830.2	0.077044446	0.841852588	0.026117713	NA	NA	NA	NA	NA
ENSG00000261790	AC005606.2	0.226268883	NA	0.066772812	NA	0	0	0	0
ENSG00000261793	AL929554.1	-0.021614786	NA	0.028596925	NA	NA	NA	NA	NA
ENSG00000261794	GOLGA8H	0.442449201	0.175251014	0.161475617	NA	0	0	0	0
ENSG00000261795	AC093627.7	0.013209622	NA	0.0145468	NA	0	0	0	0
ENSG00000261796	ISY1-RAB43	0.127958367	0.739096467	0.015005026	0.922922907	0	0	0	0
ENSG00000261798	AL033527.3	0.01517087	NA	-0.039822705	NA	0	0	0	0
ENSG00000261799	AC007406.5	0.237230975	0.379676718	0.040855247	0.930944331	0	0	0	0
ENSG00000261800	AC023824.6	-0.096375411	0.649961899	-0.133649347	0.662069779	NA	NA	NA	NA
ENSG00000261801	LOXL1-AS1	-0.287176566	0.436620128	0.061010634	NA	0	0	0	0
ENSG00000261804	AC007342.4	-0.202004145	0.452304508	-0.068624329	0.865503156	NA	NA	NA	NA
ENSG00000261807	LINC02141	-0.13291817	0.762017808	-0.017636537	NA	NA	NA	NA	NA
ENSG00000261816	AC134312.6	-0.145368417	0.744543138	-0.016207443	NA	NA	NA	NA	NA
ENSG00000261821	AC090826.2	NA	NA	0.002287151	NA	0	0	0	0
ENSG00000261822	AC018362.2	-0.03678302	NA	-0.002679044	NA	NA	NA	NA	NA
ENSG00000261823	AC084782.2	0.142965258	NA	0.053869938	NA	0	0	0	0
ENSG00000261824	LINC00662	0.369252105	0.097374266	0.101747874	0.783937977	0	0	0	0
ENSG00000261826	AC121333.1	0.086111797	0.66408873	0.104619622	0.719404409	NA	NA	NA	NA
